id,latitude,longitude,neighbourhood,room_type,bedrooms,cleaning_fee,security_deposit,Free_parking_on_premises,extra_people,Pool,Dryer,m2,reviews_per_month,Hot_tub,Air_conditioning,Crib,Washer,Dishwasher,Suitable_for_events,property_type,Full_kitchen,Internet,Bathtub,Cable_TV,price
17878,-22.96592,-43.17896,0,0,2.0,378.0,0.0,0,63.0,0,0,12169.0,2.13,1,1,0,0,0,1,0,0,1,0,1,332.0
25026,-22.97712000000001,-43.19045,0,0,1.0,250.0,1000.0,0,45.0,0,0,12169.0,2.04,0,1,0,0,0,0,1,0,1,0,1,160.0
31560,-22.98302,-43.21427,1,0,1.0,84.0,0.0,0,42.0,0,0,20908.0,2.38,0,1,0,0,0,0,1,0,1,0,1,273.0
35636,-22.98816,-43.19359,1,0,1.0,172.0,1050.0,0,63.0,0,0,20908.0,2.28,0,1,0,1,0,0,1,0,1,0,1,378.0
35764,-22.981270000000002,-43.190459999999995,0,0,1.0,140.0,400.0,0,80.0,0,0,12169.0,2.84,0,1,0,0,0,0,2,0,0,0,1,130.0
48726,-22.98359,-43.19382,0,1,1.0,0.0,0.0,0,0.0,0,0,12169.0,1.68,0,1,0,1,0,0,1,0,0,0,1,80.0
48901,-22.96467,-43.17442,0,0,4.0,199.0,600.0,1,69.0,0,0,12169.0,0.06,0,1,0,1,0,0,1,0,0,0,1,848.0
49179,-22.97934,-43.19113,0,0,1.0,210.0,420.0,0,21.0,0,0,12169.0,0.92,0,1,0,0,0,0,1,0,1,0,1,189.0
50294,-22.98551,-43.2041,1,0,3.0,232.0,2324.0,0,139.0,0,1,20908.0,0.7,0,1,1,1,0,0,3,1,0,0,1,928.0
51703,-22.98108,-43.19078,0,0,0.0,135.0,400.0,0,75.0,0,0,12169.0,1.89,0,1,0,0,0,0,1,0,1,0,1,134.0
60718,-22.93046,-43.1745,2,0,4.0,232.0,651.0,0,130.0,0,0,11099.0,0.07,0,1,0,1,1,0,1,0,0,0,1,835.0
65546,-22.98623,-43.20353,1,0,3.0,232.0,2324.0,0,93.0,0,1,20908.0,0.53,0,1,0,1,0,0,3,1,1,0,1,1906.0
68422,-22.98498,-43.19135,0,1,1.0,63.0,630.0,0,42.0,0,0,12169.0,0.74,0,1,0,0,0,0,1,0,1,0,1,122.0
70080,-22.9863,-43.19708,1,0,1.0,126.0,420.0,1,29.0,1,1,20908.0,3.52,0,1,1,1,0,0,3,0,1,0,1,378.0
70526,-22.98449,-43.23068,3,1,1.0,84.0,420.0,1,0.0,0,0,23625.0,0.14,0,0,0,0,0,0,1,0,0,0,0,231.0
72900,-22.98467,-43.19753,1,0,1.0,189.0,1259.0,1,840.0,0,0,20908.0,0.16,0,1,0,0,0,0,1,0,0,0,0,332.0
73581,-22.98027,-43.19255,0,0,1.0,210.0,1679.0,0,84.0,0,0,12169.0,1.3,0,1,0,0,0,0,1,0,1,0,0,130.0
75148,-22.98152,-43.19018,0,0,1.0,200.0,0.0,0,50.0,0,0,12169.0,0.39,0,1,0,0,0,0,1,0,1,0,1,109.0
76245,-22.981189999999998,-43.19373,0,0,4.0,418.0,2324.0,1,70.0,0,0,12169.0,1.2,0,1,0,1,0,0,1,0,1,0,1,420.0
76961,-22.91431,-43.18884,4,0,1.0,100.0,0.0,0,0.0,0,0,3277.0,0.87,0,1,0,0,0,0,1,0,1,0,0,101.0
80145,-22.92519,-43.191179999999996,5,1,1.0,126.0,840.0,0,46.0,0,0,7869.0,0.17,0,0,0,1,0,1,1,0,1,0,0,84.0
84008,-22.96925,-43.182829999999996,0,0,2.0,168.0,0.0,0,0.0,0,0,12169.0,0.23,0,1,0,1,0,0,1,0,1,0,1,273.0
86670,-22.9827,-43.21908,3,0,1.0,150.0,500.0,0,30.0,0,0,23625.0,0.81,0,0,0,0,0,0,1,0,1,0,0,210.0
87762,-22.98386,-43.21383,1,0,1.0,70.0,0.0,0,0.0,0,0,20908.0,0.45,0,1,0,0,0,0,1,0,1,0,1,298.0
88528,-22.976999999999997,-43.19041,0,0,1.0,150.0,450.0,0,20.0,0,0,12169.0,0.61,0,1,0,0,0,0,1,0,1,0,1,147.0
88781,-22.9755,-43.18865,0,0,1.0,150.0,450.0,0,20.0,0,0,12169.0,0.48,0,1,0,0,0,0,1,0,1,0,0,126.0
89454,-22.98668,-43.221709999999995,3,0,3.0,300.0,1000.0,0,100.0,0,0,23625.0,0.45,0,1,0,1,0,0,1,0,1,0,1,487.0
89862,-22.97566,-43.1885,0,0,1.0,150.0,450.0,0,30.0,0,0,12169.0,0.45,0,1,0,0,0,0,1,0,1,0,0,189.0
89981,-22.9827,-43.2004,1,1,1.0,84.0,420.0,0,0.0,0,0,20908.0,1.7,0,1,0,1,0,0,1,0,0,0,0,210.0
90907,-22.97839,-43.19108,0,0,1.0,63.0,0.0,0,20.0,0,0,12169.0,1.0,0,1,0,0,0,0,1,0,1,0,1,626.0
92107,-22.95723,-43.20438,6,1,1.0,150.0,400.0,0,0.0,0,1,14269.0,0.06,0,1,0,1,0,0,1,0,1,0,1,189.0
96431,-23.011589999999998,-43.36925,7,0,1.0,278.0,690.0,1,46.0,1,1,9334.0,0.42,0,1,1,1,1,0,1,0,0,0,1,302.0
97636,-22.94245,-43.18763,8,1,1.0,50.0,418.0,1,88.0,0,1,11378.0,0.18,0,1,0,1,0,0,4,0,1,0,1,109.0
99547,-22.91526,-43.18148,4,0,0.0,85.0,750.0,0,45.0,0,0,3277.0,0.66,0,1,0,0,0,0,1,0,1,0,0,130.0
106372,-23.0089,-43.43049,7,0,2.0,211.0,1955.0,1,0.0,1,0,9334.0,0.15,0,1,0,1,0,1,1,0,1,0,0,357.0
107469,-22.91831,-43.1785,5,1,1.0,200.0,0.0,0,0.0,1,0,7869.0,0.03,0,0,0,1,0,0,4,0,0,0,0,46.0
108072,-22.98322000000001,-43.190870000000004,0,0,1.0,147.0,420.0,0,0.0,0,0,12169.0,1.27,0,1,0,0,0,0,1,0,1,0,1,189.0
108882,-22.92002,-43.18005,9,0,2.0,163.0,1627.0,0,70.0,0,0,9264.0,0.52,0,1,0,1,0,0,1,0,1,0,0,185.0
109747,-22.98645,-43.19724,1,0,4.0,420.0,6297.0,1,84.0,1,1,20908.0,1.43,0,1,1,1,1,0,1,0,1,0,1,1259.0
125656,-22.97,-43.18823,0,0,0.0,46.0,418.0,0,0.0,0,0,12169.0,0.79,0,1,0,0,0,0,1,0,1,0,1,227.0
130234,-22.97541,-43.18877,0,0,0.0,100.0,370.0,0,0.0,0,0,12169.0,0.22,0,1,0,0,0,0,1,0,0,0,0,210.0
132114,-22.93693,-43.190979999999996,10,1,1.0,126.0,0.0,0,101.0,0,0,9687.0,0.06,0,0,0,1,0,0,1,0,1,0,0,97.0
133575,-22.91949,-43.22558,11,1,1.0,42.0,420.0,0,42.0,0,0,6193.0,0.04,0,1,0,1,0,0,1,0,1,0,0,105.0
137002,-22.98345,-43.2202,3,0,2.0,100.0,600.0,1,0.0,0,1,23625.0,0.12,0,1,0,1,0,0,1,0,1,0,1,592.0
137048,-22.98002,-43.22371,3,0,2.0,170.0,376.0,0,0.0,0,0,23625.0,0.27,0,1,0,1,0,0,1,0,0,0,1,243.0
141434,-22.95394,-43.17406,8,0,2.0,210.0,4198.0,0,210.0,0,1,11378.0,0.2,0,1,0,1,0,1,2,0,1,0,1,1679.0
142688,-22.9822,-43.1896,0,0,1.0,100.0,239.0,0,0.0,0,0,12169.0,0.82,0,1,0,0,0,0,1,0,1,0,0,130.0
166177,-22.97937,-43.19157,0,0,0.0,140.0,560.0,0,50.0,0,0,12169.0,0.73,0,1,0,0,0,0,1,0,0,0,1,126.0
166861,-22.98249,-43.19222,0,1,1.0,0.0,0.0,0,93.0,0,0,12169.0,0.15,0,1,0,1,0,0,1,0,0,0,0,185.0
166972,-22.96656,-43.18575,0,0,0.0,100.0,500.0,0,100.0,0,0,12169.0,1.0,0,1,0,0,0,0,1,0,1,0,1,168.0
167031,-22.98646,-43.19355,1,0,1.0,150.0,900.0,0,55.0,0,0,20908.0,0.8,0,1,0,1,0,0,1,0,0,0,1,147.0
167932,-22.97702,-43.18867,0,0,0.0,150.0,600.0,0,40.0,0,0,12169.0,0.6,0,1,0,1,0,0,1,0,0,0,1,130.0
170397,-22.97165,-43.18843,0,0,0.0,140.0,600.0,0,50.0,0,0,12169.0,0.91,0,1,0,0,0,0,1,0,0,0,1,126.0
172902,-22.98019,-43.19339,0,0,1.0,130.0,500.0,0,45.0,0,0,12169.0,0.75,0,1,0,0,0,0,1,0,0,0,0,109.0
173709,-22.9626,-43.17704000000001,0,0,1.0,160.0,480.0,0,0.0,0,0,12169.0,0.73,0,1,0,0,0,0,1,0,1,0,1,101.0
174101,-22.97964,-43.1921,0,0,2.0,567.0,2099.0,0,42.0,0,0,12169.0,1.78,0,1,0,0,0,0,1,0,1,0,1,483.0
174911,-22.92168,-43.18067,5,0,1.0,130.0,500.0,0,150.0,0,0,7869.0,0.53,0,1,0,1,0,0,1,0,0,0,0,143.0
176185,-22.98499,-43.190979999999996,0,0,3.0,465.0,2789.0,1,279.0,1,0,12169.0,1.4,0,1,0,1,0,0,0,0,1,0,1,697.0
178833,-22.97985,-43.19189,0,1,1.0,223.0,1788.0,0,29.0,0,1,12169.0,0.97,1,1,0,1,0,0,1,0,1,0,1,243.0
178951,-22.97816,-43.191,0,0,1.0,214.0,1730.0,0,25.0,0,1,12169.0,0.76,0,1,0,1,0,0,1,0,1,0,1,512.0
182139,-22.96725,-43.18169,0,1,1.0,120.0,800.0,0,40.0,0,0,12169.0,0.71,0,0,0,0,0,0,1,0,1,0,0,130.0
186989,-22.92062,-43.18156,5,0,1.0,150.0,500.0,0,0.0,0,0,7869.0,0.02,0,0,0,0,0,0,1,0,0,0,0,151.0
190204,-22.94879,-43.181470000000004,8,1,1.0,100.0,600.0,0,35.0,0,0,11378.0,0.43,0,0,0,1,0,0,1,0,1,0,0,122.0
190906,-22.98236,-43.19864000000001,1,0,2.0,120.0,1000.0,0,30.0,0,0,20908.0,1.43,0,1,0,0,0,0,1,0,1,0,1,231.0
191462,-22.95348,-43.187509999999996,8,1,1.0,0.0,0.0,0,150.0,0,0,11378.0,1.27,0,1,0,1,0,0,1,0,0,0,0,63.0
193317,-22.985970000000002,-43.19591,1,1,1.0,90.0,403.0,0,70.0,0,1,20908.0,2.03,0,1,0,1,0,0,1,0,1,0,0,80.0
196312,-22.98297,-43.19388,0,0,1.0,120.0,350.0,0,30.0,0,0,12169.0,0.75,0,1,0,0,0,0,1,0,0,0,1,181.0
200568,-22.988020000000002,-43.19466,1,0,1.0,200.0,400.0,0,0.0,0,1,20908.0,1.88,0,1,0,1,0,0,2,0,0,0,1,101.0
202778,-22.96536,-43.179790000000004,0,0,1.0,150.0,490.0,0,0.0,0,0,12169.0,1.92,0,1,0,1,0,0,1,0,0,0,1,210.0
202857,-22.91297,-43.183370000000004,4,1,2.0,100.0,0.0,1,50.0,0,1,3277.0,0.63,0,0,0,1,0,0,1,0,0,0,1,147.0
216700,-22.94344,-43.19245,10,1,1.0,100.0,500.0,0,100.0,0,0,9687.0,0.21,0,1,0,1,0,0,1,0,1,0,1,189.0
219250,-22.91647,-43.17874000000001,5,0,1.0,100.0,0.0,0,0.0,0,0,7869.0,3.32,0,0,0,0,0,0,2,0,0,0,0,160.0
221267,-23.00546,-43.44035,12,0,1.0,0.0,0.0,1,0.0,1,1,6120.0,0.77,1,1,0,1,0,0,1,0,1,0,1,176.0
221379,-22.97961,-43.19166,0,0,2.0,168.0,0.0,0,42.0,0,1,12169.0,0.25,0,1,0,1,0,0,0,0,1,0,1,248.0
223073,-22.98397000000001,-43.20353,1,0,1.0,155.0,697.0,0,100.0,0,1,20908.0,3.65,0,1,0,1,0,0,2,0,1,0,1,101.0
223118,-22.98074,-43.22572,3,1,1.0,180.0,0.0,0,100.0,0,0,23625.0,0.11,0,1,0,0,0,0,1,0,0,0,0,298.0
231105,-22.969820000000002,-43.38807,7,0,1.0,75.0,0.0,1,0.0,1,0,9334.0,0.45,0,1,0,0,0,0,3,0,0,0,1,348.0
239531,-22.96486,-43.17595,0,0,1.0,150.0,900.0,0,50.0,0,0,12169.0,0.76,0,1,0,1,0,0,1,0,0,0,1,147.0
239690,-22.97541,-43.18898,0,1,1.0,100.0,400.0,0,80.0,0,0,12169.0,0.17,0,1,0,1,1,0,1,0,1,0,1,134.0
247779,-22.98666,-43.19321,1,0,1.0,140.0,700.0,0,50.0,0,0,20908.0,1.18,0,1,0,1,0,0,1,0,1,0,1,134.0
248756,-22.98091,-43.191520000000004,0,0,2.0,220.0,1500.0,0,200.0,0,0,12169.0,1.16,0,1,0,1,0,0,0,0,1,0,1,348.0
249323,-22.97561,-43.187909999999995,0,0,2.0,105.0,4198.0,1,0.0,0,0,12169.0,0.79,0,1,0,1,0,0,1,0,1,0,0,525.0
251868,-22.97725,-43.19039,0,0,1.0,110.0,350.0,0,25.0,0,0,12169.0,0.81,0,1,0,1,0,0,1,0,1,0,1,176.0
262199,-22.92322,-43.17434,9,0,1.0,120.0,325.0,0,50.0,0,0,9264.0,0.17,0,1,0,1,0,0,1,0,0,0,0,151.0
262466,-22.95349,-43.181129999999996,8,0,1.0,300.0,1000.0,0,80.0,0,0,11378.0,0.04,0,1,0,1,0,0,1,0,1,0,1,252.0
264816,-23.00206,-43.38971,7,0,1.0,546.0,2099.0,1,0.0,1,0,9334.0,0.3,0,1,0,1,0,0,1,0,1,0,1,206.0
265752,-22.98105,-43.19265,0,0,4.0,252.0,840.0,0,42.0,0,1,12169.0,0.46,1,1,0,1,0,0,0,0,1,0,1,357.0
266698,-22.97254,-43.18939,0,0,2.0,200.0,800.0,0,0.0,0,0,12169.0,0.01,0,1,0,1,0,0,1,0,1,0,1,802.0
272631,-22.96717,-43.18776,0,1,1.0,42.0,0.0,0,63.0,0,0,12169.0,0.26,0,1,0,1,0,0,1,0,0,0,1,223.0
273363,-22.91892,-43.1808,5,1,1.0,200.0,0.0,0,0.0,1,0,7869.0,0.07,0,0,0,1,0,0,4,0,0,0,0,46.0
273463,-22.97635,-43.19809,13,0,2.0,126.0,420.0,1,21.0,0,0,15616.0,3.91,0,1,1,1,0,0,1,0,1,0,1,315.0
273496,-22.98338,-43.22332,3,0,2.0,0.0,1102.0,0,139.0,0,0,23625.0,0.46,1,1,0,1,0,0,1,0,1,0,0,634.0
273753,-22.91676,-43.1807,5,1,1.0,200.0,0.0,0,0.0,1,0,7869.0,1.88,0,0,0,1,0,0,4,0,0,0,0,46.0
274328,-22.98421,-43.19833,1,0,2.0,210.0,4198.0,1,84.0,0,0,20908.0,0.91,0,1,0,1,0,0,1,0,0,0,1,420.0
274552,-22.91406,-43.18951,4,0,1.0,0.0,0.0,0,40.0,0,0,3277.0,0.02,0,1,0,1,0,0,1,0,1,0,0,126.0
277612,-22.98414,-43.20337,1,1,2.0,100.0,500.0,0,100.0,0,0,20908.0,0.13,0,0,0,0,0,0,1,0,1,0,1,151.0
278679,-22.98142,-43.1922,0,0,0.0,150.0,340.0,0,0.0,0,0,12169.0,0.13,0,1,0,0,0,0,1,0,1,0,0,164.0
278745,-22.98187,-43.20993,1,0,3.0,630.0,2519.0,1,420.0,0,1,20908.0,0.01,0,1,0,1,0,0,3,0,1,0,1,1335.0
280625,-22.94175,-43.188,8,1,1.0,100.0,1000.0,1,50.0,0,0,11378.0,0.21,0,0,0,1,0,0,4,0,1,0,1,67.0
280765,-22.91574,-43.18425,5,0,0.0,93.0,697.0,0,0.0,0,0,7869.0,0.04,0,0,0,0,0,0,1,0,0,0,0,185.0
281459,-22.97316,-43.20704,13,0,2.0,230.0,600.0,0,0.0,1,0,15616.0,0.49,0,1,0,1,0,0,1,0,0,0,1,315.0
284762,-22.98401,-43.19378,0,0,1.0,180.0,1000.0,0,50.0,0,0,12169.0,0.07,0,1,0,0,0,0,1,0,0,0,0,252.0
285363,-22.96215,-43.1744,0,0,1.0,140.0,800.0,0,60.0,0,0,12169.0,1.09,0,1,0,1,0,0,1,0,1,0,1,340.0
286702,-22.96286,-43.17575,0,0,1.0,0.0,0.0,0,20.0,0,0,12169.0,1.25,0,1,0,0,0,0,1,0,0,0,0,101.0
288574,-22.98316,-43.211909999999996,1,0,1.0,190.0,800.0,0,41.0,0,0,20908.0,1.84,0,1,1,0,0,0,1,0,0,0,1,306.0
288758,-22.98482000000001,-43.19077,0,0,1.0,150.0,0.0,0,35.0,0,0,12169.0,0.23,0,1,0,1,0,0,1,0,1,0,1,168.0
290503,-22.97955,-43.19169,0,0,0.0,150.0,340.0,0,70.0,0,0,12169.0,0.23,0,1,0,0,0,0,1,0,1,0,0,172.0
293166,-22.91495,-43.182320000000004,4,0,0.0,93.0,697.0,0,0.0,0,0,3277.0,0.03,0,0,0,0,0,0,1,0,0,0,0,218.0
294292,-22.96959,-43.18886,0,1,1.0,0.0,0.0,0,130.0,0,0,12169.0,0.45,0,1,0,1,0,0,1,0,1,0,1,252.0
295493,-22.94289,-43.19204000000001,10,0,2.0,315.0,420.0,0,122.0,0,1,9687.0,0.06,1,1,1,1,1,0,1,0,1,1,1,521.0
295683,-22.94712,-43.18554,8,1,1.0,48.0,0.0,0,20.0,0,0,11378.0,1.88,0,0,0,1,0,0,0,0,1,0,1,101.0
295955,-22.93352,-43.18117,10,0,1.0,180.0,2000.0,0,50.0,0,0,9687.0,0.14,0,1,0,1,0,0,1,0,1,0,0,122.0
296366,-22.95202,-43.18742,8,0,3.0,252.0,1217.0,0,34.0,0,0,11378.0,0.63,0,1,0,1,0,0,1,0,1,0,1,134.0
298913,-22.97985,-43.19135,0,0,2.0,252.0,1008.0,0,25.0,0,1,12169.0,1.36,0,1,0,1,0,1,1,0,1,0,1,185.0
299685,-22.98405,-43.200340000000004,1,0,2.0,200.0,380.0,1,50.0,0,1,20908.0,0.54,0,1,0,1,0,0,1,0,1,0,1,218.0
305894,-22.93836,-43.205220000000004,5,0,1.0,186.0,1069.0,1,60.0,0,0,7869.0,0.34,1,0,0,1,0,0,2,0,1,0,0,185.0
306113,-22.97954,-43.19019,0,0,1.0,0.0,901.0,0,100.0,0,0,12169.0,1.5,0,0,0,1,0,0,1,0,0,0,0,151.0
307714,-22.98355,-43.19793,1,1,1.0,126.0,420.0,0,63.0,0,0,20908.0,0.08,0,1,0,1,0,0,1,0,0,0,0,210.0
309255,-22.96771,-43.18718,0,1,1.0,100.0,800.0,0,100.0,0,1,12169.0,0.39,0,1,0,1,1,0,1,0,1,0,1,281.0
310233,-22.96777,-43.18192,0,0,1.0,252.0,420.0,0,0.0,0,0,12169.0,0.27,0,1,0,0,0,0,1,0,1,0,1,252.0
311801,-22.9684,-43.18209,0,0,1.0,80.0,500.0,0,50.0,1,0,12169.0,1.66,0,1,0,1,0,0,0,0,0,0,1,181.0
312127,-22.91068,-43.19529,14,0,0.0,120.0,500.0,0,45.0,0,0,7660.0,0.15,0,1,0,1,0,0,1,0,1,0,0,101.0
313223,-22.98445,-43.20037,1,0,1.0,150.0,950.0,0,50.0,0,0,20908.0,1.14,0,1,1,1,0,0,1,0,0,0,1,160.0
315102,-22.986810000000002,-43.19748,1,0,1.0,139.0,470.0,0,232.0,0,0,20908.0,0.41,0,1,0,0,0,0,1,0,1,0,0,256.0
316355,-22.97916,-43.226859999999995,3,1,1.0,195.0,825.0,0,98.0,0,0,23625.0,0.12,0,1,0,0,0,1,1,0,1,0,1,181.0
316359,-22.981370000000002,-43.19255,0,0,1.0,163.0,488.0,0,54.0,0,0,12169.0,0.32,0,1,0,0,0,0,1,0,0,0,1,147.0
318861,-22.96904,-43.18197,0,0,3.0,357.0,1008.0,0,0.0,0,0,12169.0,0.02,0,1,0,0,0,0,1,0,1,0,1,462.0
322004,-22.9858,-43.20196,1,0,1.0,126.0,0.0,0,42.0,0,0,20908.0,1.8,0,1,0,1,0,0,1,0,1,0,1,248.0
323213,-22.982120000000002,-43.1984,1,1,1.0,210.0,420.0,0,84.0,0,0,20908.0,0.15,0,1,0,1,0,0,1,0,0,0,1,168.0
323625,-22.96871,-43.18217,0,1,1.0,120.0,800.0,0,40.0,0,0,12169.0,0.61,0,0,0,0,0,0,1,0,1,0,0,126.0
324324,-22.96521,-43.176140000000004,0,0,2.0,180.0,500.0,0,20.0,0,0,12169.0,0.9,0,1,0,0,0,0,1,0,1,0,1,168.0
324679,-22.941570000000002,-43.18578,8,1,1.0,0.0,0.0,1,68.0,0,0,11378.0,0.16,0,0,0,1,0,0,4,0,0,0,1,80.0
331088,-22.97876,-43.2241,3,1,1.0,80.0,0.0,0,0.0,0,0,23625.0,0.47,0,1,0,1,0,0,1,0,1,0,0,97.0
331463,-22.9848,-43.195809999999994,1,1,1.0,150.0,390.0,0,60.0,0,1,20908.0,0.51,0,1,0,1,0,0,1,0,0,0,0,88.0
332374,-22.92357,-43.17212,9,1,1.0,0.0,0.0,0,50.0,0,0,9264.0,1.28,0,1,0,0,0,0,1,0,1,0,1,202.0
336569,-22.94491,-43.18312,8,0,1.0,150.0,0.0,0,90.0,0,0,11378.0,0.63,0,1,0,1,0,0,1,0,0,0,1,210.0
337105,-22.91443,-43.18853,4,0,1.0,139.0,930.0,0,70.0,0,0,3277.0,0.02,0,0,0,1,0,0,0,0,1,0,0,210.0
340432,-22.98101,-43.22585,3,0,1.0,170.0,250.0,1,25.0,0,0,23625.0,1.91,0,1,0,1,0,0,1,0,1,0,1,139.0
342874,-22.96484,-43.17288,15,0,1.0,161.0,400.0,0,21.0,0,0,12211.0,0.76,0,1,0,1,0,0,1,0,1,0,1,105.0
344463,-23.01124,-43.37254,7,0,2.0,30.0,500.0,1,75.0,1,1,9334.0,0.75,1,1,1,1,0,0,1,0,1,0,1,294.0
347295,-22.96653,-43.18057,0,0,1.0,80.0,500.0,0,50.0,1,0,12169.0,0.75,0,1,0,1,0,0,0,0,0,0,1,151.0
347820,-22.9827,-43.19102,0,0,3.0,189.0,1259.0,0,0.0,0,1,12169.0,2.53,1,1,0,1,0,0,1,0,0,0,1,693.0
347883,-22.981939999999998,-43.18916,0,0,1.0,180.0,600.0,0,30.0,0,1,12169.0,1.87,0,1,0,1,0,0,0,0,1,0,1,218.0
348330,-22.976210000000002,-43.197109999999995,13,0,2.0,209.0,0.0,1,93.0,1,1,15616.0,0.27,1,1,0,1,1,0,0,0,1,0,1,395.0
355285,-22.98289,-43.19099,0,0,1.0,210.0,1050.0,0,105.0,0,0,12169.0,0.99,0,1,0,0,0,0,0,0,1,0,1,416.0
356406,-22.983060000000002,-43.1921,0,0,3.0,124.0,500.0,0,52.0,0,0,12169.0,0.06,0,1,0,1,0,0,1,0,1,0,1,453.0
356483,-22.978189999999998,-43.1902,0,0,1.0,80.0,400.0,0,30.0,0,0,12169.0,0.22,0,1,0,0,0,0,1,0,1,0,0,151.0
357554,-22.97395,-43.18936,0,0,1.0,120.0,500.0,0,30.0,0,0,12169.0,1.9,0,1,0,0,0,0,1,0,1,0,1,151.0
360877,-22.96641,-43.181329999999996,0,0,1.0,230.0,2000.0,0,0.0,0,0,12169.0,2.16,0,1,0,0,0,0,1,0,0,0,0,202.0
368146,-22.986520000000002,-43.19532,1,0,2.0,190.0,2000.0,0,180.0,0,1,20908.0,1.69,0,1,1,1,0,0,0,0,1,0,1,252.0
371950,-22.98484,-43.19613,1,0,2.0,180.0,500.0,0,180.0,0,0,20908.0,2.53,0,1,1,1,0,0,0,0,1,0,1,252.0
383985,-22.96582,-43.191179999999996,0,0,1.0,0.0,0.0,0,20.0,0,0,12169.0,0.17,0,1,0,0,0,0,1,0,1,0,1,189.0
387694,-22.9861,-43.19014,0,0,2.0,395.0,2324.0,1,0.0,1,0,12169.0,0.53,0,1,0,1,1,0,1,0,1,0,1,835.0
392267,-22.91339,-43.17586,14,0,1.0,0.0,500.0,0,30.0,0,0,7660.0,0.76,0,0,0,0,0,0,1,0,1,0,0,80.0
396849,-22.98176,-43.22163,3,0,3.0,200.0,2000.0,1,50.0,0,0,23625.0,1.12,0,1,0,1,0,0,1,0,1,0,1,332.0
397397,-22.91688,-43.18323,5,0,2.0,120.0,0.0,0,75.0,0,0,7869.0,0.46,0,1,0,1,0,0,1,0,0,0,0,181.0
400887,-22.96874,-43.1861,0,0,0.0,90.0,0.0,0,0.0,0,0,12169.0,1.33,0,1,0,1,0,0,1,0,0,0,0,101.0
404771,-22.98336,-43.19144,0,0,2.0,150.0,800.0,0,0.0,0,0,12169.0,0.1,0,1,0,1,0,0,1,0,1,0,0,399.0
406603,-22.97242,-43.188340000000004,0,0,3.0,628.0,1859.0,0,186.0,0,0,12169.0,1.43,0,1,0,1,1,0,1,1,1,0,1,718.0
409038,-22.967779999999998,-43.18204,0,0,1.0,80.0,400.0,0,80.0,1,0,12169.0,0.14,0,1,0,1,0,0,0,0,0,0,1,218.0
409156,-22.98545,-43.23312,3,1,1.0,50.0,800.0,0,50.0,1,1,23625.0,0.59,1,1,0,1,0,0,1,0,1,0,1,113.0
409183,-22.913729999999997,-43.18079,4,0,0.0,100.0,500.0,0,20.0,0,0,3277.0,0.22,0,1,0,1,0,0,2,0,0,0,0,76.0
410515,-22.94057,-43.176109999999994,2,1,1.0,90.0,200.0,0,40.0,0,0,11099.0,0.1,0,1,0,0,0,0,1,0,1,0,0,298.0
424916,-22.98126,-43.19433,0,1,1.0,100.0,0.0,0,100.0,0,0,12169.0,0.3,0,1,0,1,0,0,1,0,1,0,1,202.0
428263,-22.98863,-43.23368,3,0,2.0,400.0,1250.0,1,0.0,0,0,23625.0,0.02,1,1,0,1,0,0,1,0,1,0,1,802.0
428798,-22.984270000000002,-43.20796,1,0,3.0,230.0,600.0,1,200.0,0,0,20908.0,0.2,0,1,0,1,1,0,1,0,0,0,1,802.0
429280,-22.91697000000001,-43.18594,5,0,1.0,150.0,600.0,0,50.0,0,0,7869.0,0.04,0,1,0,0,0,0,1,0,0,0,1,122.0
433821,-22.98228,-43.1984,1,0,2.0,150.0,0.0,0,100.0,0,0,20908.0,0.26,0,1,0,1,0,0,1,0,0,0,1,386.0
435413,-22.93845,-43.176629999999996,2,0,2.0,80.0,500.0,0,30.0,0,0,11099.0,1.81,0,1,0,1,0,0,1,0,1,0,1,92.0
435728,-22.97965,-43.18915,0,1,1.0,50.0,500.0,0,50.0,0,0,12169.0,1.01,0,0,0,1,0,0,1,0,0,0,0,109.0
438767,-22.97789,-43.225609999999996,3,0,3.0,150.0,1000.0,0,40.0,0,1,23625.0,0.1,0,1,0,1,0,0,1,0,0,0,1,441.0
439879,-22.96274,-43.17718,0,0,0.0,189.0,1259.0,0,0.0,0,0,12169.0,0.16,0,1,0,1,0,0,1,0,1,0,1,206.0
440183,-22.9338,-43.192640000000004,10,1,1.0,108.0,488.0,1,58.0,0,1,9687.0,0.14,0,1,0,1,0,0,1,0,1,0,1,59.0
442509,-22.92119,-43.1746,9,1,1.0,0.0,0.0,0,40.0,0,0,9264.0,0.86,0,1,0,0,0,0,1,0,1,0,1,76.0
444101,-22.94288,-43.18115,8,1,1.0,150.0,1200.0,0,0.0,0,0,11378.0,0.58,0,1,0,1,0,0,1,0,1,0,1,160.0
444250,-22.9712,-43.18646,0,0,2.0,180.0,500.0,0,0.0,0,0,12169.0,0.95,0,1,1,1,1,0,1,1,1,0,1,298.0
447602,-22.98273,-43.19311,0,1,1.0,100.0,0.0,0,100.0,0,0,12169.0,0.07,0,1,0,1,0,0,1,0,1,0,1,202.0
449391,-22.98092,-43.19179000000001,0,1,1.0,200.0,1600.0,0,25.0,0,1,12169.0,0.16,0,1,0,1,0,0,1,0,1,0,1,395.0
453069,-22.98316,-43.208059999999996,1,1,1.0,49.0,450.0,0,49.0,0,0,20908.0,0.21,0,1,0,0,0,0,1,0,1,0,0,290.0
