id,neighbourhood,bedrooms,realizado,previsto,diferenca_relativa,ranking
1259757,Copacabana,1.0,260.0,247.05098456264582,0.05241434459481242,0.9047356360661314
16211364,Copacabana,2.0,319.0,303.09611859593514,0.05247141229567087,0.9047171905801432
20977497,Ipanema,1.0,109.0,235.7694882565574,-0.537684028556785,0.9045321089128939
12112194,Recreio dos Bandeirantes,2.0,290.0,275.15147836971045,0.05396489860155573,0.9042344642688622
13587881,Barra da Tijuca,1.0,97.0,210.66761256268725,-0.5395590294111478,0.9039260690432891
13463325,Copacabana,1.0,269.0,254.285407146084,0.05786644628593507,0.902973401670199
23288070,Recreio dos Bandeirantes,3.0,252.0,238.21444225680634,0.05787036928824074,0.9029721336730137
14040121,Barra da Tijuca,1.0,298.0,281.3995238444004,0.05899255239955137,0.9026094203948469
17471133,Centro,1.0,189.0,178.28824711576135,0.060081093720572465,0.9022575808536989
2634018,Ipanema,1.0,252.0,237.18840908355693,0.062446520779289916,0.9014930248787565
13634426,Copacabana,1.0,252.0,237.16435639271262,0.06255427178408524,0.9014581974786814
2681380,Copacabana,1.0,160.0,150.47434311021254,0.06330419321259662,0.901215807037263
15056723,Barra da Tijuca,2.0,134.0,296.97300209241047,-0.5487805320488272,0.9009454846648356
32548341,Copacabana,3.0,122.0,270.890473077765,-0.5496334787492609,0.9006697942799976
15745896,Copacabana,1.0,164.0,153.4731092288752,0.06859110904846544,0.8995069641978974
9935612,Copacabana,1.0,181.0,168.86799012215462,0.07184315907987893,0.8984558329557966
18929890,Ipanema,3.0,189.0,426.28040014711246,-0.5566298616244736,0.8984084155955377
281459,Lagoa,2.0,315.0,293.58543723702337,0.07294150201901117,0.898100825324699
14870190,Copacabana,1.0,218.0,202.2423695295441,0.07791458588579281,0.8964934196047785
27877428,Leblon,1.0,105.0,242.00891289244436,-0.5661316819076618,0.8953372266347254
25106448,Copacabana,1.0,181.0,167.31486073209157,0.08179273023345712,0.8952399214587382
21424375,Copacabana,3.0,449.0,414.58703999426945,0.08300539256173134,0.8948479633870434
17338484,Barra da Tijuca,2.0,361.0,332.7721882715919,0.08482623465326955,0.8942594287732275
30843550,Copacabana,3.0,449.0,412.41730314845825,0.08870310865296815,0.8930063412304753
20214877,Copacabana,1.0,202.0,185.48544794703844,0.08903421931879496,0.8928993192713782
20819290,Barra da Tijuca,1.0,252.0,230.93096134850703,0.09123522687673247,0.892187907151054
892301,Barra da Tijuca,2.0,298.0,272.26980646598224,0.09450255931052909,0.8911318363137919
1004052,Copacabana,1.0,202.0,184.42814654923546,0.09527750389268008,0.8908813578607154
30713878,Copacabana,1.0,227.0,207.21085213070197,0.09550246845573351,0.8908086445634701
1847188,Centro,1.0,122.0,111.18779297552064,0.09724275242031122,0.8902461480373942
31148499,Copacabana,0.0,252.0,229.5714836872207,0.09769730958108447,0.8900992255643715
1996358,Copacabana,1.0,277.0,252.01314913807414,0.09914899657968212,0.8896300096718611
20567970,Barra da Tijuca,2.0,332.0,301.9032177243739,0.09969016727441216,0.8894550918756878
962450,Copacabana,1.0,189.0,171.76839293150275,0.1003188466423437,0.889251889428458
5702647,Santa Teresa,1.0,181.0,163.9953956862299,0.10368952276138765,0.8881624157298661
17262494,Ipanema,3.0,579.0,524.5288917200202,0.10384767958416874,0.888111296105023
2771195,Barra da Tijuca,1.0,298.0,269.8163214418232,0.1044550544888132,0.8879149797102035
16027533,Copacabana,2.0,390.0,353.0945522429563,0.10452001460404836,0.8878939832292285
2776768,Copacabana,1.0,160.0,144.6260762614881,0.10630118811157829,0.8873182703394261
2964712,Barra da Tijuca,2.0,411.0,371.2506822203951,0.107068672687334,0.8870702031179459
30119644,Flamengo,1.0,189.0,170.38854086814413,0.10922952351742032,0.8863717705000332
13858372,Botafogo,3.0,118.0,291.53487074449305,-0.5952456743899512,0.8859269694785271
34507967,Botafogo,1.0,92.0,227.47378463252102,-0.5955577907642235,0.8858260868755538
21138174,Barra da Tijuca,3.0,348.0,312.48941767831417,0.11363771159201774,0.8849469510287744
23819207,Recreio dos Bandeirantes,2.0,88.0,219.1574509948057,-0.5984622033129702,0.8848873194087413
2325918,Copacabana,2.0,319.0,286.0690844694193,0.11511525473526318,0.8844693778843224
7543414,Ipanema,2.0,311.0,278.8712700444198,0.11520989577184682,0.8844387879028102
28646946,Flamengo,1.0,151.0,135.3756473447059,0.11541479550978573,0.8843725599807409
315102,Ipanema,1.0,256.0,229.34436589912957,0.11622537138145406,0.8841105647424841
30209283,Flamengo,0.0,181.0,161.97014740073368,0.11748987640410169,0.883701850017231
35580596,Copacabana,1.0,189.0,169.12228008949802,0.11753460218241418,0.8836873937012281
1462059,Copacabana,3.0,500.0,447.3235005823532,0.11775929355168979,0.8836147687059804
31513153,Barra da Tijuca,0.0,252.0,225.41424879847077,0.11794175099063042,0.8835557946088505
16400665,Leblon,1.0,294.0,262.49790763383527,0.12000892750012992,0.8828876395094263
28686711,Ipanema,1.0,197.0,175.7192955611043,0.12110624715938267,0.8825329626239937
27581612,Leblon,1.0,202.0,180.0643501777086,0.12182117004639026,0.8823018844502364
4881097,Copacabana,3.0,399.0,354.02806732758904,0.12702928615769205,0.8806185113458262
32657179,Copacabana,3.0,348.0,308.74359039593355,0.12714890551646407,0.8805798478431277
9810232,Leblon,3.0,491.0,434.51900434234625,0.1299850986797204,0.8796631303222611
29679830,Copacabana,1.0,218.0,192.65527989164346,0.13155476518791165,0.8791557809609346
21760133,Copacabana,1.0,235.0,207.3156715650546,0.13353707525317593,0.8785150564883702
15921731,Copacabana,3.0,449.0,395.7921063446141,0.13443394348309212,0.8782251697377341
10995219,Copacabana,1.0,168.0,148.0506531450576,0.13474676694196241,0.8781240585900875
19636330,Copacabana,2.0,336.0,296.08515910862866,0.1348086510365325,0.8781040563439463
4615661,Copacabana,1.0,164.0,144.38015677155798,0.1358901643214383,0.8777544884124783
14900682,Barra da Tijuca,2.0,298.0,262.25093810252963,0.13631624030070744,0.8776167716587406
10836792,Recreio dos Bandeirantes,2.0,298.0,259.94571841535253,0.14639318476422325,0.8743596904182308
2325943,Copacabana,2.0,97.0,263.60820655315194,-0.6320296652811465,0.87403760687297
18974841,Copacabana,2.0,449.0,390.5018872085843,0.1498023817748395,0.8732577659540558
22610275,Lapa,2.0,88.0,242.14323464510585,-0.6365787376674963,0.8725672506171679
19330481,Ipanema,1.0,269.0,233.00761523051412,0.1544687058140939,0.8717495114880891
36712053,Ipanema,3.0,466.0,402.99101251989873,0.15635333176813715,0.871140360583019
2162560,Copacabana,3.0,482.0,416.7846962679876,0.15647240485547886,0.871101873646782
31848900,Barra da Tijuca,1.0,218.0,186.9785499108618,0.16590913826172593,0.8680517221390047
32549398,Tijuca,0.0,197.0,168.96458736186761,0.16592478386071274,0.8680466651510318
